,@mattertype,@welcome
2242,Eviction,I don't have have a leave I'm staying with a friend can they ask me to leave the house
2243,Eviction,5 day eviction notice
2244,Eviction,eviction notice
2245,Eviction,Legal representation
2247,Eviction,Eviction court
2248,Eviction,jury demand
2251,Eviction,Unfair eviction  
2253,Eviction,I had an eviction in 2015 and I want it off my record 
2256,Eviction,Information on being evicted with out notices
2257,Eviction,My landlord said that i was ganna get 10600 if I move before he files the order of possession but I’ve never signed anything or got approved 
2267,Eviction,Asked to leave my apartment without a 30 day notice 
2274,Eviction,"I am 12,000 behind in rent due to co-19 related issues, and I am being evicted.  I recently gained full custody of my teenage son and I am currently unemployed. I need help finding a new place to live for us."
2279,Eviction,Help stopping an eviction
2281,Eviction,behind
2282,Eviction,help stopping an eviction
2283,Eviction,legal aid for eviction
2284,Eviction,Eviction 
2285,Eviction,Eviction 
2287,Eviction,I’m getting evicted illegally 
2289,Eviction,eviction 
2293,Eviction,eviction
2294,Eviction,eviction
2295,Eviction,eviction
2296,Eviction,eviction
2303,Eviction,landlord felony
2311,Eviction,I have received a 5 day notice and my landlord never matched my ERAP case
2312,Eviction,5 day notice
2313,Eviction,Eviction 
2316,Eviction,My apartment got flooded via a laundry line collapsing and now my landlord is kicking me out without any compensation or help what do i do 
2319,Eviction,What is the eviction process for a renter. 
2321,Eviction,Wrongful eviction 
2326,Eviction,Eviction 
2329,Eviction,I was served eviction notice 
2332,Eviction,I’m looking for a free eviction lawyer for tenants 
2334,Eviction,eviction prevention
2341,Eviction,Lawyer
2348,Eviction,Apartment 
2349,Eviction,Free lawyer
2353,Eviction,Eviction from public housing in illinois
2363,Eviction,EVICTION
2368,Eviction,Eviction
2369,Eviction,My landlord is wrongfully evicting me based on noise complaints filed by a racist neighbor that has been harassing us since the first night we moved in.
2372,Eviction,eviction
2377,Eviction,Eviction 
2379,Eviction,eviction court
2381,Eviction,get help erasing an eviction from your record 
2386,Eviction,Eviction 
2391,Eviction,eviction
2394,Eviction,eviction
2397,Eviction,Eviction 
2400,Eviction,I don’t have to move out u til I am served?
2401,Eviction,Condo Eviction 
2414,Eviction,Eviction 
2427,Eviction,eviction 
2431,Eviction,If I already submitted paperwork for assistance and 
2432,Eviction,eviction 
2433,Eviction,tenant representative 
2435,Eviction,"Hi, I wanted to get started on erasing my evictions. Where do I start?"
2437,Eviction,Eviction 
2438,Eviction,Eviction 
2439,Eviction,Eviction eras
2443,Eviction,eviction 
2444,Eviction,60619
2445,Eviction,Eviction
2457,Eviction,I am being evicted from my apartment I have long-term Covid can someone help us
2458,Eviction,I am being evicted I have a long-term covet
2459,Eviction,file appearance in eviction case
2460,Eviction,eviction
2465,Eviction,eviction settlement
2467,Eviction,eviction dismissal moving out
2468,Eviction,eviction 
2469,Eviction,rent
2470,Eviction,eviction
2471,Eviction,facing eviction lawsuit 
2474,Eviction,Getting evicted 
2478,Eviction,Eviction removal
2482,Eviction,How do I find an eviction on my record?
2496,Eviction,Eviction 
2501,Eviction,I have gotten a eviction notice 
2535,Eviction,Eviction notice 
2536,Eviction,Need help with eviction 
2539,Eviction,eviction
2544,Eviction,facing eviction
2549,Eviction,Eviction 
2554,Eviction,I'm another evicted
2562,Eviction,Eviction 
2565,Eviction,If I was scheduled an eviction do I have to move out by 12:00 a.m 
2570,Eviction,5 day notice 
2572,Eviction,I recieved a 5 day notice 
2573,Eviction,Eviction notice
2574,Eviction,I’ve gotten a letter for an eviction for court
2575,Eviction,Eviction 
2576,Eviction,I’m have a eviction notice I need help with my payment 
2577,Eviction,Eviction 
2580,Eviction,Wrongful eviction 
2581,Eviction,eviction assistance
2585,Eviction,Eviction prevention
2588,Eviction,Eviction 
2590,Eviction,After sheriff evicts me how long do I have to get my belongings 
2594,Eviction,eviction turn in the keys
2597,Eviction,my leases is ending and I have no where to move yet and landlord doesn't want to renew 
2600,Eviction,Eviction
2604,Eviction,legal fee eviction
2607,Eviction,Eviction notice
2611,Eviction,Eviction
2613,Eviction,Evictions
2621,Eviction,Can I move without a vacate paper signed if I have no lease?
2622,Eviction,eviction
2623,Eviction,"I receive a quit notice from a sheriff Friday from my HOA attorney. I am hurt. Because this is defamation and lies due to this new building person and my neighbor stating I killed a dog and spayed  poison. Also, that I slammed mail box , hit in walls yelling.  A few years back my next door neighbor was issued a citation that ended up in court. He was blocking my door with his dog. Also, harassing me. It turns out this new manager is friends with him. I came home two days on a row to find my condo drenched with water. They were not exspecting back so soon. So and argument happened . I called my landlord , who was out of town. She said to call the police. I did three times. This manger told the police , he was evicting me displaying poisonous and killing a dog. This is Fabricated and defaming my character. My landlord said I do not have to move because this is pure harassment and defamation. But I was served a quit vacate letter form HiOA! I am not under a lease , this has been for years now. What do I do. I worked as a Probation officer for30 year "
2624,Eviction,eviction
2631,Eviction,Stop Eviction 
2632,Eviction,Eviction
2639,Eviction,Faceing Eviction 
2641,Eviction,My mother-in-law sold our house and now we're being told we have one week to get off the property.
2644,Eviction,Eviction 
2650,Eviction,Eviction  notice
2654,Eviction,I have received an eviction order 
2658,Eviction,Eviction questions 
2659,Eviction,Get an election off my credit 
2660,Eviction,Erase a evection
2661,Eviction,apartment
2662,Eviction,Evection
2666,Eviction,Eviction
2668,Eviction,Eviction 
2670,Eviction,Esp
2672,Eviction,How to apply
2674,Eviction,eviction
2676,Eviction,Eviction 
2682,Eviction,My landlord have me 30 days notice to vacate. I believe it is an act of retaliation. 
2693,Eviction,I'm about to get evicted and I need rental assistance emergency rental assistance my zip code is 60609
2694,Eviction,I'm getting putt out what can I do
2697,Eviction,I need assistance with An eviction process in my name 
2700,Eviction,My landlord trying to keep some of our stuff what can I do 
2701,Eviction,what happens if I hadn't had a lease in over two years?
2702,Eviction,removing eviction
2703,Eviction,removing eviction
2708,Eviction,eviction
2717,Eviction,eviction notice
2725,Eviction,Facing Eviction 
2727,Eviction,Unlawful eviction 
2728,Eviction,Evictions 
2729,Eviction,Remove eviction 
2732,Eviction,I need help with eviction
2734,Eviction,eviction notice without a lease
2737,Eviction,lcbh 
2739,Eviction,eviction
2740,Eviction,delay eviction
2747,Eviction,landlord threatening me
2748,Eviction,Received 60 day notice 
2752,Eviction,I have been evicted and I want to know the steps to get it removed from my record.
2755,Eviction,need help iilegal aid lawery
2765,Eviction,Need eviction expounged
2767,Eviction,Eviction 
2769,Eviction,My landlord is stating I broke a rule when it wasn't on the lease
2772,Eviction,Trying to get a evection off my name
2777,Eviction,Eviction 
2786,Eviction,I am getting evicted
2788,Eviction,Eviction 
2790,Eviction,My landlord is trying to evict me from my apartment 
2792,Eviction,Eviction
2793,Eviction,Eviction 
2795,Eviction,finding a new home
2797,Eviction,Eviction
2798,Eviction,Five day notice
2799,Eviction,5 day Notice
2800,Eviction,eviction
2810,Eviction,I got a 30 day notice.what are my options.I don’t have a place to go to.
2820,Eviction,Landlord tried to evict me and all monies were paid and I was offered a lease renewal but eviction is still on my record. How can it be removed.?
2823,Eviction,Eviction
2829,Eviction,an eviction
2832,Eviction,Can a landlord evict you if you don’t owe any rent
2840,Eviction,Professional cleaning
2843,Eviction,Eviction removal
2850,Eviction,eviction
2852,Eviction,"Necesito ayuda urgente, me estan hechando de mi apartamento"
2853,Eviction,remove tenant for work needs to be done
2854,Eviction,5 day notice chicago
2867,Eviction,Evictions 
2869,Eviction,Erase eviction from my record 
2871,Eviction,eviction
2873,Eviction,eviction
2874,Eviction,how many times does cook county sheriff visit you
2880,Eviction,My landlord is evicting me
2881,Eviction,legal help
2884,Eviction,I need an attorney 
2885,Eviction,Eviction proceedings. Next court date 7/7/22
2887,Eviction,Eviction notice 
2888,Eviction,is this grant still open
2895,Eviction,recieved a letter to move out today
2896,Eviction,im getting evicted next week
2899,Eviction,eviction in progress. nowhere to go
2901,Eviction,Help with eviction 
2902,Eviction,Eviction 
2903,Eviction,eviction
2905,Eviction,Hello I am trying to get something erased from my credit in reference to me moving out of an apartment
2909,Eviction,How long does much time does my landlord have to give me to move in cool count
2912,Eviction,Eviction
2913,Eviction,eviction
2926,Eviction,eviction
2935,Eviction,Prevent eviction
2943,Eviction,Apartments 
2945,Eviction,Need help with eviction 
2946,Eviction,Eviction
2947,Eviction,Eviction
2948,Eviction,We are being forced to move out we haven't found anywhere to live
2951,Eviction,Eviction
2954,Eviction,my family and i are at risk for eviction i am lost i dont know what to do. please i dont want to let my family down. please
2956,Eviction,I need help with eviction 
2957,Eviction,Can I get my day in court on eviction
2958,Eviction,I need help with eviction 
2959,Eviction,Eviction
2960,Eviction,I received a 5 day notice.  What options do I have?
2961,Eviction,Eviction
2965,Eviction,facing eviction
2966,Eviction,Eviction
2968,Eviction,How to erase eviction 
2971,Eviction,I’ve been evicted what do I do
2974,Eviction,I’m facing an eviction and also have a domestic violence situation going on
2980,Eviction,Eviction 
2981,Eviction,eviction removal
2984,Eviction,"I owe 11,000 I got 5 day notice"
2985,Eviction,Does the cook county sheriffs office have a way of tracking the evictions in certain areas?
2986,Eviction,How long does it take for an Eviction
2987,Eviction,How long does it take to be evicted in chicago
2991,Eviction,My landlord has filed for eviction 
2995,Eviction,eviction 
2996,Eviction,evicting a family member
3000,Eviction,I got am eviction notice today what can i do
3001,Eviction,Eviction
3003,Eviction,I was not given written notice that my lease would not be renewed
3005,Eviction,I need a lawyer for court on Thursday 
3007,Eviction,Getting evicted 
3008,Eviction,I’m being evicted I just had my female dog just had puppies and I brungt them in my house to wash bath them and make sure they was secure because of the heat advisory we’ve had.  My landlord stop by and I was honest about the dogs. I told him I was bathing them and I was bout to take them back outside. He didn’t want to hear nothing I said and told me I was evicted. Where do I go from here?
3009,Eviction,Eviction prevention 
3014,Eviction,60656
3018,Eviction,Eviction 
3020,Eviction,Eviction case
3022,Eviction,I need to file a complaint against my building 
3025,Eviction,eviction help
3027,Eviction,Eviction
3030,Eviction,Eviction
3032,Eviction,Eviction 
3034,Eviction,Owner wants to move in to my unit 
3042,Eviction,60 day notice to ct
3050,Eviction,Eviction 
3051,Eviction,Eviction 
3053,Eviction,Eviction
3056,Eviction,Eviction 
3057,Eviction,Eviction notice per RLTO 5-12-130. Tenacy end date is 9/30/2022
3060,Eviction,eviction 
3063,Eviction,eviction record
3064,Eviction,Hi
3066,Eviction,eviction
3071,Eviction,lease renewal
3073,Eviction,vacate notice from my landlord
3074,Eviction,Hi I wil like to know who I can talk to about eviction 
3092,Eviction,We are gonna be evicted 06/30/2022
3093,Eviction,Eviction program 
3094,Eviction,eviction
3095,Eviction,Eviction
3098,Eviction,Eviction
3102,Eviction,eviction
3108,Eviction,two weeks notice
3110,Eviction,5 day notice
3113,Eviction,Eviction
3115,Eviction,My landlord is selling the building and giving putting me and my family out
3119,Eviction,eviction
3122,Eviction,I was evicted by the sheriff's because my landlord never served me court papers that he was given possession of my apartment. I am disabled and have my 6 year old grandson living with me
3123,Eviction,Eviction 
3124,Eviction,Eviction 
3127,Eviction,I need help getting an apartment 
3129,Eviction,End of lease questions
3130,Eviction,I was evicted from my place of residence last month I am living with my mother in a senior citizen building I would like to know if I could find a way to live with her just a few more months until I get my own place
3135,Eviction,im being evicted 
3136,Eviction,Eviction
3138,Eviction,eviction
3142,Eviction,eviction
3143,Eviction,domestic violence
3147,Eviction,Five day notice
3148,Eviction,Prevent eviction 
3150,Eviction,Five day notice
3160,Eviction,Eviction 
3161,Eviction,I was in the process of an eviction and I settled with the attorney and I missed a back payment that I was supposed to pay to the leasing company  
3162,Eviction,eviction process
3163,Eviction,being evicted soon
3169,Eviction,eviction
3173,Eviction,Eviction
3174,Eviction,Eviction 
3175,Eviction,Eviction
3178,Eviction,I need a lawyer to represent me on my upcoming court date 
3182,Eviction,I am facing evocation of the apartment that I love live in and I need a lawyer to represent me at my next court date
3185,Eviction,Eviction
3193,Eviction,Evictiom 
3194,Eviction,Eviction 
3196,Eviction,Help with my landlord unlawfully filing eviction against me
3197,Eviction,Should my landlord given me 30 day notice for non renewal of lease before filing eviction case against me?
3198,Eviction,Illegal eviction
3208,Eviction,Eviction 
3209,Eviction,Eviction summons 
3213,Eviction,eviction notice
3218,Eviction,I received a 5 day notice
3219,Eviction,Josephdixon85@gmail.com 
3222,Eviction,Eviction
3223,Eviction,Getting kicked out
3231,Eviction,I am a single mom facing eviction with 3 kids. Loss of income due to covid. 
3236,Eviction,5 day notice
3237,Eviction,Eviction notice 
3239,Eviction,5 day eviction notice
3240,Eviction,60458
3241,Eviction,Landlord threatening eviction
3244,Eviction,End of lease notice
3246,Eviction,hi im on a month to month lease and have been part of the renters relief program i do qualify due to covid i just recieved a 15 day notice to pay rent owed which i had no idea i owed due to the other party on lease taking the rent money i was providing to him and not turning it in what steps should i legally take to not get evicted and have the opportunity to continue to live where i am now
3250,Eviction,eviction complaint
3252,Eviction,court case
3253,Eviction,filing appearance eviction case
3254,Eviction,eviction appearance form
3255,Eviction,just received eviction summons what should i do
3257,Eviction,5 day notice 
3259,Eviction,eviction
3265,Eviction,Mohammad ishaq 
3266,Eviction,A landlord is threatening to sue me for delayed construction due to my occupancy 
3271,Eviction,Kenneth 
3273,Eviction,I am facing illegal eviction
3276,Eviction,eviction help
3280,Eviction,5 day notice 
3284,Eviction,Evictions 
3297,Eviction,I am beeing evicted what should I do with pappers what is appearance and appearance fee
3299,Eviction,eviction case
3302,Eviction,Eviction
3303,Eviction,eviction case
3304,Eviction,Regards 30 day notice 
3316,Eviction,eviction
3318,Eviction,I received a 5 day notice 
3319,Eviction,Im on Section 8 housing with no current lease can my landlord evict me if I don’t pay my portion of the rent 
3320,Eviction,Eviction 
3323,Eviction,I was only few weeks behind on rent when my landlord filed eviction behind my back without giving me 30 day eviction notice. Is that legal?
3327,Eviction,Fair Notice Ordinance
3346,Eviction,i am being evicted
3354,Eviction,Eviction 
3366,Eviction,I received a 5 day eviction notice
3368,Eviction,eviction
3371,Eviction,Landlord interfering
3374,Eviction,Eviction
3375,Eviction,Eviction
3376,Eviction,Eviction
3377,Eviction,Being evicted 
3378,Eviction,eviction
3380,Eviction,Emergency assistance and landlord harassment 
3383,Eviction,Eviction
3385,Eviction,Eviction 
3386,Eviction,Advise
3387,Eviction,notice to vacate
3394,Eviction,EVITCTION
3398,Eviction,Eviction
3402,Eviction,I'm being evicted
3407,Eviction,landlord blocked access to rent portal
3411,Eviction,legal help
3417,Eviction,60626
3428,Eviction,I would to apply for an erasing of an eviction
3429,Eviction,Eviction
3431,Eviction,5 day notice
3433,Eviction,i was given a five day notice today
3434,Eviction,"Hi I'm facing eviction and my first court date is coming up in July 06,2022 I recently applied for emergency rental assistance and the application is being processed and reviewed will this stop the eviction process?"
3436,Eviction,I have been issued a 5 day eviction notice and need more time to pay my balance to extend my lease
3443,Eviction,Eviction 
3445,Eviction,prevent eviction 
3447,Eviction,Notice served
3448,Eviction,Eviction 
3449,Eviction,holdover on yer to year lease chicago 60 day notice but
3452,Eviction,Eviction
3458,Eviction,If my landlord put in for my eviction to a lawyer can i still make a deal to stay
3459,Eviction,Apartment searching 
3460,Eviction,rent
3461,Eviction,Unlawful eviction
3469,Eviction,Eviction 
3470,Eviction,Customer service
3473,Eviction,Received a 5 day notice 
3475,Eviction,Eviction
3477,Eviction,i am being evicted
3479,Eviction,increase rent 
3480,Eviction,Eviction 
3481,Eviction,Eviction
3483,Eviction,Landlord harassment
3484,Eviction,Eviction
3487,Eviction,I have a HCZ and new landlords purchased by building a few years ago they have been doing egregious things for me to move their latest start they gave me a notice to vacate because they said I did not recertify when I did. They said that they will take over my apartment in 60 days.
3488,Eviction,unsafe Living Condition. And wrongful eviction 
3490,Eviction,Erase eviction
3495,Eviction,Do you assist with having an eviction removed?
3496,Eviction,Find out if I have eviction on me
3497,Eviction,Hi.i received a 5 day eviction notice. I was denied  rental assistance. 
3498,Eviction,Five day notice 
3500,Eviction,Eviction
3502,Eviction,Landlord will not except payment
3512,Eviction,I have an eviction process
3513,Eviction,What is the current law concerning eviction from an SRO in Chicago
3518,Eviction,I am being evicted if I don't pay 5000 dollars by June 16th st 8 am
3526,Eviction,Removing pass evitictions
3535,Eviction,I received a eviction notice
3537,Eviction,my landlord wants me to move
3538,Eviction,my landlord wants me to move
3544,Eviction,Eviction
3547,Eviction,Old Eviction 
3550,Eviction,Eviction 
3551,Eviction,Eviction 
3557,Eviction,Removing eviction 
3558,Eviction,Eviction 
3559,Eviction,Breaking lease
3560,Eviction,being evicted
3562,Eviction,Eviction 
3564,Eviction,I received a 5 day notice
3565,Eviction,Landlord trying to evict me
3566,Eviction,evection
3572,Eviction,How does eviction work
3573,Eviction,Eviction 
3574,Eviction,I'm behind on my rent I owe 7 months my landlord has gave me numbers for help I applied no luck he gave me a notice for eviction
3575,Eviction,eviction
3577,Eviction,Eviction 
3591,Eviction,notice of termination of tenancy
3597,Eviction,I need to schedule a zoom call with cook county legal aid
3599,Eviction,Eviction 
3600,Eviction,"Hey My name is Christopher Landfair I was served a ten Day Notice of termination of my lease for Rules Violation I lived in The Marshal apartment Complex 1232N.LASALLE Drive Chicago IL 60610 I moved on December 4th,2021 when I sign my lease I told the landlord  that I have a learning disability  which mean I don't  understand  my lease and the Landlord  Refuses to help or explain  the lease and also I told them I had a mental health Condition  as well  so they are Refuses  to work with me and now I don't  know what to do "
3605,Eviction,I'm being evicted
3608,Eviction,My landlord is trying to evict me after receiving rental assistance check
3614,Eviction,appeal an eviction order due to constitution violation and illegal practice by judge immunity
3616,Eviction,eviction
3622,Eviction,Find a apartment
3625,Eviction,I need help using a Cha voucher for a apt north side
3631,Eviction,Help with rent.  Getting evicted 
3634,Eviction,eviction notice for possession and failure to pay rent
3637,Eviction,Eviction 
3640,Eviction,eviction
3642,Eviction,Land lord is selling house and gave us a 3p day notice
3643,Eviction,Evection 
3650,Eviction,divorce
3654,Eviction,Eviction 
3657,Eviction,i need help with evictions
3667,Eviction,tentant
3670,Eviction,eviction
3671,Eviction,Eviction 
3681,Eviction,"Upon hearing that the HVAC needs to be replaced, my landlord has attempted to implement a 5 day notice"
3683,Eviction,My landlord gave me a 5 day pay or evict notice and I do not have the funds to pay and no where to go
3687,Eviction,facing eviction 
3689,Eviction,I am facing eviction 
3700,Eviction,Eviction
3702,Eviction,Hi I need a lawyer. 
3705,Eviction,60 days notice
3706,Eviction,Eviction
3708,Eviction,Eviction 
3710,Eviction,Eviction
3714,Eviction,eviction
3715,Eviction,eviction
3717,Eviction,Eviction notice 
3723,Eviction,I'm ready hello I was told that you might be able to assist me with an emergency 24-hour notice letter to be given to the landlord due to him shutting off the hot water where I live
3724,Eviction,Evciction Notice 
3742,Eviction,Help with preventing eviction 
3744,Eviction,Eviction
3745,Eviction,Housings 
3747,Eviction,My landlord is receiving money from low income trust foundation 
3755,Eviction,I have recieved an eviction notice after 1month
3757,Eviction,Declaration form 
3761,Eviction,Eviction 
3763,Eviction,Eviction 
3768,Eviction,Evicted
3770,Eviction,eviction
3780,Eviction,illegal eviction
3784,Eviction,Old eviction 
3786,Eviction,Free legal advice
3787,Eviction,Getting evicted 
3793,Eviction,five day notice sample template
3795,Eviction,Eviction 
3796,Eviction,Eviction help 
3797,Eviction,Eviction 
3798,Eviction,Landlord trying to evict after rental assistance been approved and we have been making payments also says not about money says yard mess which is kids toys and he just told us and we offered to clean up. Lease been up for years so on month to month lease.
3799,Eviction,Eviction 
3804,Eviction,I’m on the verge of being evicted and need help with my rent?
3807,Eviction,Eviction
3810,Eviction,The building that I live in has been sold. I was led to believe by the old landlord that I would be able to continue renting. The new owner gave me a verbal 30 day notice to vacate by today.
3811,Eviction,Landlord told me to leave in a week
3816,Eviction,Housing 
3821,Eviction,Eviction court
3822,Eviction,eviction
3829,Eviction,eviction
3831,Eviction,Removing eviction 
3833,Eviction,Eviction notice
3836,Eviction,Eviction Removal
3842,Eviction,Eviction 
3843,Eviction,5 day notice
3846,Eviction,Hello I need help with getting a eviction off my record 
3849,Eviction,hi renny i am being charged for heat when my lease says that my landlord will cover the heat what can i do about that?
3859,Eviction,Eviction
3860,Eviction,Eviction 
3861,Eviction,Eviction 
3866,Eviction,Hi I’m inquiring about a a 4000 that’s on my credit from elite rentals 
3870,Eviction,Eviction rights 
3871,Eviction,eviction information
3872,Eviction,Éviction notice
3875,Eviction,I’m getting evicted 
3877,Eviction,Eviction 
3880,Eviction,Can me landlord evict me for being less than 60 days late?
3882,Eviction,Remove eviction 
3883,Eviction,Eviction 
3892,Eviction,Landlord is attempting to evict us and we r up to date on rent. The building is falling apart. Hes putting alot of pressure on us. 
3897,Eviction,Eviction
3900,Eviction,How can I stop an eviction 
3902,Eviction,I'm facing eviction but have nowhere to go 
3903,Eviction,Eviction process 
3906,Eviction,Answer to landlord 5 day notice 
3908,Eviction,Eviction 
3918,Eviction,Preventing eviction/negotiating landlord 
3924,Eviction,landlord rents
3927,Eviction,eviction
3929,Eviction,Eviction
3933,Eviction,My landlord is trying to put me out 
3938,Eviction,Eviction 
3941,Eviction,Legal assistance regarding possible eviction 
3942,Eviction,Wrongful eviction
3944,Eviction,Eviction prevention
3945,Eviction,I need legal assistance for homelessness prevention.
3947,Eviction,landlord wants to evict me
3948,Eviction,eviction
3951,Eviction,eviction
3954,Eviction,evictions
3959,Eviction,10 day notice
3962,Eviction,Removing eviction
3965,Eviction,Eviction 
3971,Eviction,I would like help to clear an eviction
3972,Eviction,my landlord died and i am worried about evication 
3983,Eviction,I need help
3985,Eviction,I owe back rent. Landlord recently said via text that she is going to eviction court.
3986,Eviction,Eviction 
3987,Eviction,Eviction
3992,Eviction,Evictions
3994,Eviction,Esp
3999,Eviction,eviction notice served after hearing
4004,Eviction,What to do if my landlord gave me a 5 day notice of eviction and I am waiting for a decision from the Illinois rental assistance program?
4006,Eviction,landlord selling building
4017,Eviction,My notice to vacate has expired
4019,Eviction,Eviction notice 
4025,Eviction,I received a 30 day notice 
4032,Eviction,"I've been evicted by landlord after he collected 8,085 from idha I've been homeless 6 months sleeping on the street car or motels I need help I can't get an apartment "
4033,Eviction,5 days notice
4039,Eviction,illegal eviction
4043,Eviction,Eviction tecord
4044,Eviction,Esp
4045,Eviction,5 day eviction notice
4047,Eviction,Eviction 
4049,Eviction,I just got my ten day notice 
4056,Eviction,I got served an eviction notice
4057,Eviction,I was served and given an eviction notice
4060,Eviction,Past eviction keeps me homeless 
4065,Eviction,10 day termination
4066,Eviction,termination
4077,Eviction,Eviction 
4078,Eviction,My landlord is retaliating against me for sending him a letter through an attorney because of multiple violations. He's trying to make me move and I need help
4080,Eviction,Rental assistance 
4082,Eviction,Removing eviction
4089,Eviction,My name is Rachel I have an eviction court date on May 25 I have filed for help from erap but I don’t have a case manager yet
4101,Eviction,Eviction
4102,Eviction,17M170864
4106,Eviction,Trying to see how can I get an eviction off my background after they been paid off already 
4107,Eviction,Eviction
4109,Eviction,Eviction 
4111,Eviction,eviction
4115,Eviction,I have recived a 7 day eviction notice in michigan. But due to covit I do not have the funds to relocate
4119,Eviction,Eviction 
4120,Eviction,lawyer
4124,Eviction,Landlord gave me 60 day notice 
4126,Eviction,Eviction 
4127,Eviction,eviction
4128,Eviction,Eviction removal
4131,Eviction,Eviction 
4132,Eviction,Help with getting eviction off of my record 
4141,Eviction,Evictions 
4144,Eviction,EVICTION
4154,Eviction,If there’s a court date do they have to tell you when
4156,Eviction,Esp
4161,Eviction,evication
4162,Eviction,Eviction
4168,Eviction,Evictions or judgement on record 
4174,Eviction,I have an eviction on my recorda
4175,Eviction,My landlord gave me a five day notice 
4177,Eviction,Eviction 
4178,Eviction,Eviction erased
4179,Eviction,Finding a place 
4181,Eviction,Eviction 
4183,Eviction,Erase Eviction 
4184,Eviction,Eviction 
4191,Eviction,I was given a 30 Day Notice because my landlord wants to sell the house I haven't found anything yet so I need to know what to do next
4194,Eviction,I live in cook county il and I was forcibly evicted  by the cook county sheriff yesterday morning and now my land lord is saying that I have to hire a moving company to get my belongings and that I can’t do it myself 
4195,Eviction,10 day notice
4199,Eviction,I going through eviction 
4200,Eviction,Eviction
4210,Eviction,Evictions 
4213,Eviction,I live in St. Louis MO can I get help
4216,Eviction,I am being evicted from my apartment
4226,Eviction,Eviction
4227,Eviction,I’m being evicted and I have no where to go I just had a baby and I have three others 
4228,Eviction,motion to remove eviction
4231,Eviction,Esp
4234,Eviction,Esp
4237,Eviction,3124015031
4238,Eviction,I need help with eviction 
4255,Eviction,Eviction 
4256,Eviction,Removal of eviction 
4258,Eviction,Eviction 
4259,Eviction,Eviction 
4262,Eviction,Eviction 
4264,Eviction,eviction
4269,Eviction,I want to get my eviction removed from my record
4270,Eviction,Eviction 
4272,Eviction,eviction
4288,Eviction,I’m facing eviction and need a place ASAP
4298,Eviction,Eviction
4302,Eviction,How do i get rid of my eviction 
4304,Eviction,eviction
4305,Eviction,I would like to submit a motion for evictions
4309,Eviction,Erase eviction from record
4315,Eviction,Eviction 
4319,Eviction,Eviction
4321,Eviction,I’ve received a five day notice from my landlord 
4325,Eviction,Hello my name is Ross in battle and I'm trying to register
4326,Eviction,eviction and losing housing voucher
4327,Eviction,Clearing evictions off my record
4328,Eviction,Upcoming eviction event
4332,Eviction,Eviction 
4333,Eviction,I've been evicted
4335,Eviction,Eviction
4336,Eviction,I want to remove an eviction from my records
4337,Eviction,"what can I expect, as a tenant, about the eviction process?"
4338,Eviction,what is the eviction process?
4340,Eviction,Broken lease 
4341,Eviction,Eviction 
4344,Eviction,need financial help to prevent eviction
4347,Eviction,Eviction 
4352,Eviction,Evictions
4355,Eviction,eviction
4359,Eviction,Eviction 
4362,Eviction,Illegal lockout eviction 
4369,Eviction,Eviction
4381,Eviction,Evictions
4382,Eviction,eviction
4387,Eviction,Phone interview 
4390,Eviction,"pending IHDA, eviction filed"
4391,Eviction,Eviction
4392,Eviction,Eviction
4395,Eviction,"Looking for a house, have eviction,  four years old, but can't get housing, please help "
4396,Eviction,Eviction
4397,Eviction,Help with an eviction 
4402,Eviction,I've been illegally evicted
4410,Eviction,Trying to get rid of past eviction
4411,Eviction,improper notice of rent increase
4413,Eviction,Evictions 
4415,Eviction,Removing eviction 
4416,Eviction,Eviction 
4417,Eviction,Eviction
4418,Eviction,eviction
4420,Eviction,Eviction removal
4421,Eviction,Removing eviction 
4424,Eviction,eviction
4426,Eviction,Eviction 
4428,Eviction,evictions
4430,Eviction,Removing eviction 
4432,Eviction,Help with eviction 
4435,Eviction,I can’t find a home because of a eviction 
4437,Eviction,Eviction 
4439,Eviction,renter legal aid
4440,Eviction,My landlord said the sheriff are coming to Ivica me and my family 
4443,Eviction,Eviction
4448,Eviction,Eviction 
4450,Eviction,When is the next eviction workshop 
4452,Eviction,Eviction
4453,Eviction,"I want to vacate my apartment but my landlord wants to charge me a termination fee that my income can’t afford. If I don’t pay the termination fee, the landlord claims to evict me"
4461,Eviction,I need help with a landlord trying to change lease
4463,Eviction,O need help with eviction
4465,Eviction,Evictions 
4467,Eviction,Eviction 
4468,Eviction,Eviction
4469,Eviction,Eviction 
4472,Eviction,Eviction 
4473,Eviction,Getting a judgment and eviction from my records 
4482,Eviction,Evictions
4484,Eviction,Eviction 
4489,Eviction,Eviction record
4495,Eviction,Erase an Eviction from records
4499,Eviction,Eviction
4500,Eviction, I currently got a 5 day notice 
4501,Eviction,Eviction 
4506,Eviction,I have a old eviction how can I get rid of it
4507,Eviction,Need info to erase eviction
4515,Eviction,Erase an evection from your record
4524,Eviction,Getting eviction off record
4530,Eviction,eviction
4531,Eviction,5 day notice
4534,Eviction,Eviction 
4536,Eviction,I have an eviction on my housing 
4542,Eviction,An Eviction 
4543,Eviction,Eviction on my record
4545,Eviction,Eviction 
4546,Eviction,Hi I am facing an eviction notice 
4549,Eviction,How do I submit a request to have an eviction removed 
4553,Eviction,Eviction
4554,Eviction,Eviction
4558,Eviction,erasing eviction from record
4559,Eviction,Eviction 
4563,Eviction,Tracey
