,@mattertype,@welcome
2845,Rental Assistance,rent help
2849,Rental Assistance,Rent increase
2856,Rental Assistance,Rent payments
2862,Rental Assistance,I need help paying my rent 
2864,Rental Assistance,Rental assistance 
2870,Rental Assistance,rent assistance
2877,Rental Assistance,delinquent rent
2879,Rental Assistance,Renters assistance
2883,Rental Assistance,Rental assistance 
2891,Rental Assistance,i am behind on rent
2894,Rental Assistance,rental assistance
2900,Rental Assistance,Rental assistance 
2906,Rental Assistance,rental assistance
2917,Rental Assistance,I’m looking for low rental assistance plan after age 55
2924,Rental Assistance,rental assistance
2925,Rental Assistance,Rent Assistance
2930,Rental Assistance,Rental assistance 
2931,Rental Assistance,My land lord has sent me an agreement to sign vacating back rent but requiring me to move by 8/1. I need advice before signing this document 
2932,Rental Assistance,I need rent assistance because I am sick with COVID
2934,Rental Assistance,help paying rent
2936,Rental Assistance,Been living with rats and roaches so I withheld the rent so now they want to take me to court
2937,Rental Assistance,Need lawyer 
2939,Rental Assistance,Help with rent
2952,Rental Assistance,Rental assistance 
2975,Rental Assistance,emergency renters assistance
2983,Rental Assistance,Need help paying rent
2998,Rental Assistance,help with rent
3010,Rental Assistance,rental assistance
3012,Rental Assistance,RENTAL /EVICTION HELP
3017,Rental Assistance,Rental assistance and legal aid
3019,Rental Assistance,lost my job and cant pay rent
3029,Rental Assistance,rental assistance
3054,Rental Assistance,I need help with paying my rent 
3065,Rental Assistance,Hello I need help paying my rent I don’t wanna get put out 
3068,Rental Assistance,Rental assistance 
3070,Rental Assistance,Help with rent 
3084,Rental Assistance,rental
3103,Rental Assistance,rental assistance
3114,Rental Assistance,Rental assistancw
3116,Rental Assistance,Erp
3118,Rental Assistance,Erap 
3125,Rental Assistance,Rental assistance 
3131,Rental Assistance,How can I get help with paying my rent?
3132,Rental Assistance,Rental assistance for year 2022
3133,Rental Assistance,Rental assistance
3146,Rental Assistance,Hello I’m looking for help paying my rent
3155,Rental Assistance,I need rental assistance
3159,Rental Assistance,Can't pay rent on time
3164,Rental Assistance,I need help wit my rent 
3165,Rental Assistance,Need assistance with getting a Section 8 voucher for disabled adult
3167,Rental Assistance,Assistance 
3180,Rental Assistance,Withhold rent
3183,Rental Assistance,rental assisstance
3184,Rental Assistance,rent assistance
3187,Rental Assistance,Rent
3188,Rental Assistance,rental assistance 
3190,Rental Assistance,Rent
3192,Rental Assistance,Hello iam need help for one month rent and deposit 
3202,Rental Assistance,rent
3212,Rental Assistance,rental assistance
3220,Rental Assistance,Rental agreement 
3224,Rental Assistance,Rent
3233,Rental Assistance,rental assistance
3260,Rental Assistance,help paying rent
3267,Rental Assistance,I NEED HELP WITH RENT
3269,Rental Assistance,i need rental asistance and help nfast
3277,Rental Assistance,my neighbor across the hall @ CHA managed Levy House in Rogers Park is being scammed on his rent by POAH management co.
3278,Rental Assistance,application for rental assistance
3281,Rental Assistance,Need help paying my rent 
3288,Rental Assistance,60007
3298,Rental Assistance,rental assistance
3310,Rental Assistance,My Landlord does not cash my rent checks. What should I do??
3311,Rental Assistance,Need help with rental
3330,Rental Assistance,Hi! My apartment burned down and I just wanted to know if I'm legally still required to pay rent? Can I get my.deposit back?
3332,Rental Assistance,I’m having trouble paying rent right now and I need help
3336,Rental Assistance,I applied for cook county rental assistance in November 2022 and I checked portal and still in progress status. Are there any rental funds left?
3338,Rental Assistance,Iam facing Evictiion
3340,Rental Assistance,Rental unit
3344,Rental Assistance,I can't rent anywhere because of past evictions
3350,Rental Assistance,I have a charge on my credit report I need to resolve
3360,Rental Assistance,"After a few months of paying rent late, my landlord won't accept the check this month. Is there a possibility to avoid eviction if I pay full balance?"
3361,Rental Assistance,Looking for assistance in spfld il
3362,Rental Assistance,Pay my last 3 months of rent while I have to find a new place and job please 
3367,Rental Assistance,Rent help 
3372,Rental Assistance,I'm in a housing assistance program and the rent wasn't picked up by the agency and the landlord is threatening eviction eviction 
3373,Rental Assistance,rent increase
3379,Rental Assistance,Rent assistance
3381,Rental Assistance,"I am currently facing an eviction and want to keep my apartment by I owe 5,000 in back in rent I am currently still working but need assistance with having more time to catch up on my past due rent payments and utilities "
3382,Rental Assistance,Unpaid rent 
3391,Rental Assistance,Rental assistants 
3396,Rental Assistance,Rent balance 
3403,Rental Assistance,rent
3406,Rental Assistance,Preventing eviction 
3408,Rental Assistance,Application 
3410,Rental Assistance,help
3413,Rental Assistance,Behind on rent
3414,Rental Assistance,"Hello, I need assistance applying for rental assistance in cook county. Can I apply directly on my own? Thanks!"
3425,Rental Assistance,source of income discrimination
3430,Rental Assistance,Can landlord raise rent 4%?
3432,Rental Assistance,Need rent assitance
3435,Rental Assistance,Rental Assist
3440,Rental Assistance,Hello! My landlord raised my rent by 35% and gave me only 7 days to make a decision on whether or not I will be renewing my lease. I have asked about room for negotiation but they have yet to respond. What should I do? 
3441,Rental Assistance,rental assistance
3444,Rental Assistance,"Paying rent for one month, willing to borrow"
3450,Rental Assistance,Rent
3454,Rental Assistance,rental assistance
3463,Rental Assistance,Rent 
3465,Rental Assistance,Rent
3466,Rental Assistance,Rental assistance
3474,Rental Assistance,7 months behind in rent
3485,Rental Assistance,"Hi, my apartment just imposed a late fee without supportive item in contract and doesn't reply to it."
3489,Rental Assistance,Ukrainian 
3492,Rental Assistance,Rental assistance program 
3505,Rental Assistance,Rent assistance
3507,Rental Assistance,Rental assistance help
3508,Rental Assistance,my landlord wants to raise rent $300 in the next lease term in 51 days
3509,Rental Assistance,Rental assistance 
3516,Rental Assistance,Rental assistance 
3523,Rental Assistance,How dose this program work
3524,Rental Assistance,Rent
3528,Rental Assistance,Hello I need help paying my rent I’m so behind on bills 
3530,Rental Assistance,Rental assistance
3532,Rental Assistance,rent
3534,Rental Assistance,Rental
3539,Rental Assistance,I can't pay my rent
3552,Rental Assistance,rent
3568,Rental Assistance,Help with rental assistance 
3578,Rental Assistance,I need help with my bills
3587,Rental Assistance,Do you guys offer rental assistance or connect people in Chicago with programs that do?
3590,Rental Assistance,Renters assistance 
3592,Rental Assistance,I need help paying rent.
3594,Rental Assistance,I need help help with my rent a rat
3596,Rental Assistance,Rental assistance 
3598,Rental Assistance,hey
3606,Rental Assistance,past due rent paid
3611,Rental Assistance,Rental Assistance 
3621,Rental Assistance,Rental assistance 
3626,Rental Assistance, Behind 3 months rent
3632,Rental Assistance,Rental assistance 
3641,Rental Assistance,Do you work in Orange County
3644,Rental Assistance,Hola mi nombre es Claudia L Perez vivo 5436 s kedzie chicago il 60632 rento este apartamento desde Nobiembre 01/2018. la duena Leticia Villalobos me dio una carta el 4de Junio 2022 dise q apartir del 1/Julio/2022 mi renta de $700 mensual subira a $850 mensual nesecito ayuda mi numero 7737032453 0 7737030564 muchas gracias
3645,Rental Assistance,Rental assistance 
3652,Rental Assistance,Rental assistance 
3655,Rental Assistance,Rental assistance 
3665,Rental Assistance,I am looking for help paying my rent
3674,Rental Assistance,Renting 
3675,Rental Assistance,Rental assistance
3676,Rental Assistance,Would like a pro Bono attorney 
3677,Rental Assistance,Past due rent 
3685,Rental Assistance,Rental assistance 
3696,Rental Assistance,Rental Assistance
3698,Rental Assistance,"Need help with rent, financial hardship "
3718,Rental Assistance,"We have lived in our rented townhouse for over 10 yrs. The Landlord wants us out by July 1st. But as I understand it, he needed to give us 120 days notice. "
3719,Rental Assistance,I need help paying rent to avoid eviction 
3720,Rental Assistance,past rent
3731,Rental Assistance,rent
3736,Rental Assistance,Loss my job need rental assistance 
3738,Rental Assistance,Rental Assistance 
3746,Rental Assistance,Rental assistance 
3750,Rental Assistance,Rent relief application has been awaiting been in supervisor approval for months
3756,Rental Assistance,Landlord hiding square footage
3762,Rental Assistance,Rental assistance
3769,Rental Assistance,rental assistant
3773,Rental Assistance,Rental Assistance
3774,Rental Assistance,rental payment assistance
3777,Rental Assistance,Hi I am behind on rent and need help please
3778,Rental Assistance,rent assistance
3803,Rental Assistance,Need help paying off rent
3806,Rental Assistance,Need help with tent
3817,Rental Assistance,How can I get assistance for rent 
3819,Rental Assistance,I owe my building late rent and now the want to evict me 
3824,Rental Assistance,rent
3825,Rental Assistance,Rent assistance 
3828,Rental Assistance,Eviction and rent 
3834,Rental Assistance,Rental assistance
3838,Rental Assistance,Hello.  I am a landlord.  One of my tenants is 6 months behind on her rent.  We have attempted to apply through ERAP for assistance.  She has been denied.  There is never an explanation as to why.  I have allowed her to remain there because she has lived there for several years and never missed paying her rent.  What can I do to help her?  She is not computer literate!!
3840,Rental Assistance,rental assistance
3841,Rental Assistance,I need help paying my rent I can’t afford it right now .
3848,Rental Assistance,Emergency rental assistance 
3852,Rental Assistance,Rent 
3862,Rental Assistance,Looking for rental assistance 
3863,Rental Assistance,Rental assistance 
3865,Rental Assistance,Caught covid 19 April 7th diagnosis April  17
3868,Rental Assistance,My rent increased unfairly
3869,Rental Assistance,Rent cost increase
3884,Rental Assistance,Rent help
3887,Rental Assistance,Rent 
3890,Rental Assistance,rent
3895,Rental Assistance,I need help paying my rent 
3904,Rental Assistance,I'm trying to get rental assistance 
3905,Rental Assistance,Rent assistance 
3917,Rental Assistance,Rental assistance 
3923,Rental Assistance,Rent 
3925,Rental Assistance,i wanna apply for rental assistance
3928,Rental Assistance,pay and stay
3930,Rental Assistance,Need renral assistance 
3940,Rental Assistance,Need help paying rent 
3946,Rental Assistance,Rental assistance application
3969,Rental Assistance,behind on rent
3970,Rental Assistance,rent
3973,Rental Assistance,rent
3976,Rental Assistance,I need help paying my rent 
3977,Rental Assistance,Yes . I was trying to register for the course tonight
3989,Rental Assistance,Rent assistance
3991,Rental Assistance,Help paying back rent
3997,Rental Assistance,I'm having trouble dealing with the c h a concerning my rental payment amount
4012,Rental Assistance,Rental assistance 
4013,Rental Assistance,Rent increases
4024,Rental Assistance,Bills
4026,Rental Assistance,how can i apply for court base rental assistance
4029,Rental Assistance,Information on negotiating rental payments with Landlord  
4031,Rental Assistance,Rental assistance 
4035,Rental Assistance,I have a broken lease stopping me from renting
4038,Rental Assistance,Landlord increased the rent by 30% with 30 days notice
4041,Rental Assistance,Rental assistance 
4054,Rental Assistance,Rental Assistance
4058,Rental Assistance,Rent credit
4064,Rental Assistance,rent assistance 
4067,Rental Assistance,Low rent for seniors 
4069,Rental Assistance,I need renters assistance 
4070,Rental Assistance,Rent assistance 
4081,Rental Assistance,"my landlord is trying to put me out in 48houres because she sold the building. i dont have enouht time to find me a new place. i always pay my rent on time, i dont know what to do please help me. my addrese is 4005 west monroe chicago ill 60624."
4090,Rental Assistance,rent
4098,Rental Assistance,Rental assistance 
4100,Rental Assistance,rental assisantance
4108,Rental Assistance,Rental assistance 
4113,Rental Assistance,"Hi my name is Isabelle and I have a concern I just received a notice from the rental assistance program of rejection i owe over a year of rent and now I'm concerned that I might be evicted the landlords were kind enough to wait for me to receive the assistsnce and now I'm concerned what can I do what can I get assistance I'm sort of blind,by myself and I'm not working,i recive the link any help .please help me please"
4136,Rental Assistance,Hello I have a few questions 
4138,Rental Assistance,I need help with my rent. My landlord said I had been paying the wrong amount for 7 months and never reached out to let me know the rent amount changed.
4143,Rental Assistance,I have a very involved problem concerning my current landlord.
4147,Rental Assistance,Touti
4148,Rental Assistance,I need help with rent after covid
4149,Rental Assistance,Tenants that needs help with rent after losing income because  of civid
4151,Rental Assistance,Rental assistance 
4155,Rental Assistance,Rent assistance 
4158,Rental Assistance,Do I need to pay last months rent if my lease is not renewed 
4166,Rental Assistance,Rent payment 
4182,Rental Assistance,rent
4185,Rental Assistance,Rent
4187,Rental Assistance,Help pay rent
4203,Rental Assistance,Emergency rental assistance
4204,Rental Assistance,Emergency rental assistance
4214,Rental Assistance,rental assistance
4215,Rental Assistance,Rental Assistance 
4219,Rental Assistance,Rental assistance 
4223,Rental Assistance,Help
4225,Rental Assistance,Can I be evicted If I pay my rent??
4229,Rental Assistance,Rental assistance
4230,Rental Assistance,Looking for a 3 bedroom 
4233,Rental Assistance,Rental assistance 
4235,Rental Assistance,Rent assistance 
4241,Rental Assistance,Back rent assistance 
4242,Rental Assistance,rental assistance
4244,Rental Assistance,ERAP
4261,Rental Assistance,rental assistance
4265,Rental Assistance,Rental assistance
4267,Rental Assistance,I need assistance with my past due rent 
4273,Rental Assistance,Rental help
4274,Rental Assistance,rental assistance
4277,Rental Assistance,I have section 8 and behind in rent and mold is growing in my basement help
4294,Rental Assistance,rental
4300,Rental Assistance,roommate is leaving the lease
4311,Rental Assistance,rental aggrement
4316,Rental Assistance,paying rent
4322,Rental Assistance,Rent
4343,Rental Assistance,Rental assistance
4350,Rental Assistance,late rent fee
4353,Rental Assistance,Rental Assistance
4356,Rental Assistance,Help to apply
4358,Rental Assistance,rent
4360,Rental Assistance,Rental assistance 
4361,Rental Assistance,paying back rent
4364,Rental Assistance,paying for rent
4365,Rental Assistance,apt. rent sst.clair mo 383.00
4366,Rental Assistance,rent
4373,Rental Assistance,Rental Assistance 
4376,Rental Assistance,rent help
4378,Rental Assistance,can't afford rent 
4385,Rental Assistance,Housing and Moving Funding
4389,Rental Assistance,Rental Assistant 
4399,Rental Assistance,emergency rental assistance
4422,Rental Assistance,Rent
4427,Rental Assistance,evictions 
4438,Rental Assistance,chicago fair notice
4449,Rental Assistance,Esp
4455,Rental Assistance,I need help paying my rent 
4460,Rental Assistance,Find a lawyer
4471,Rental Assistance,Rental assistance 
4474,Rental Assistance,I need rental assistance 
4477,Rental Assistance,Rent cap
4478,Rental Assistance,Back rent 
4480,Rental Assistance,Eviction 
4487,Rental Assistance,.
4488,Rental Assistance,Is this for Michigan as well 
4492,Rental Assistance,I need help with rental assistance program in cook county please 
4493,Rental Assistance,I'm behind on rent due to loss of job to pandemic and got my 5 day notice. Is there any rental payment program I can currently apply for? Please help!
4508,Rental Assistance,Register for an appointment 
4509,Rental Assistance,My landlord has went up on my rent and now is trying to evict me i need to know how i can go about this situation 
4512,Rental Assistance,affordable rent in chicago
4518,Rental Assistance,rental assistance
4519,Rental Assistance,I need help
4529,Rental Assistance,Rent 
4537,Rental Assistance,Help paying rent 
4592,Rental Assistance,Rent
4629,Rental Assistance,I have an 5 day notice on my rent and need help
4632,Rental Assistance,Rental assistance 
4640,Rental Assistance,emergency housing
4644,Rental Assistance,Rent 
4677,Rental Assistance,Apartment 
4714,Rental Assistance,Rental assistsnce
4719,Rental Assistance,Get ride of eviction notice on record
4731,Rental Assistance,paying rent
4732,Rental Assistance,Unable to pay rent 
4741,Rental Assistance,I need resources from my area. Can you help me? (46360)
4765,Rental Assistance,my renting rights
4777,Rental Assistance,Rental assistance 
4792,Rental Assistance,Rental assistance 
4798,Rental Assistance,Assistance with help 
4844,Rental Assistance,Rent
4852,Rental Assistance,rent assistant
4877,Rental Assistance,permenant housing
4880,Rental Assistance,Rent assistance 
4892,Rental Assistance,Rent
4940,Rental Assistance,Rent conviction 
4965,Rental Assistance,Rental assistance 
4994,Rental Assistance,Behind on rent 
4998,Rental Assistance,i do need assistance but have a court order to deal with
5000,Rental Assistance,"I am waiting for SSA and owe April and May, is there any way I can get help for now?"
5004,Rental Assistance,Rent
5019,Rental Assistance,Rental assistance 
5020,Rental Assistance,Rental Assistance 
5027,Rental Assistance,Rental assistance 
5028,Rental Assistance,Need rental assistance
5030,Rental Assistance,can you use security deposit to pay rent
5039,Rental Assistance,renatal assistance
5040,Rental Assistance,Hello I want to know about rental assistance
5042,Rental Assistance,Need rental assitance
5044,Rental Assistance,Rent payment 
5050,Rental Assistance,Help with rent
5053,Rental Assistance,Rental assistance
5057,Rental Assistance,Help with rent?
5066,Rental Assistance,rent 
5075,Rental Assistance,Rent assistance 
5083,Rental Assistance,"Throat out of my home 2 years ago what's with the program name Heartland Alliance allow me to years that the last minute that let me know I have to leave at the end of the month, I need help"
5088,Rental Assistance,Rental assistance 
5092,Rental Assistance,Getting rental assistance 
5095,Rental Assistance,RENTAL ASSISTANCE
5100,Rental Assistance,Rent Assitance
5112,Rental Assistance,Rental assistance 
5116,Rental Assistance,Domestic Violence need to move
5119,Rental Assistance,Rental assistance
5122,Rental Assistance,I need to sign up for rental assistance
5123,Rental Assistance,Past due rent
5124,Rental Assistance,rent payment assistance
5128,Rental Assistance,Rental assistance
5129,Rental Assistance,Rental assistance 
5133,Rental Assistance,Rental Assistance
5136,Rental Assistance,Rental assistance 
5141,Rental Assistance,I was turned down for rental assistance an i really need the help
5148,Rental Assistance,Response to my question?
5156,Rental Assistance,Rental assistance 
5159,Rental Assistance,i need rental assistance
5163,Rental Assistance,Hello
5164,Rental Assistance,Homeless 
5166,Rental Assistance,Rental assistance 
5173,Rental Assistance,My landlord is responsible for heat but my apartment didn’t have heat for 2 months so i refused to pay rent
5175,Rental Assistance,Rental assistance 
5176,Rental Assistance,Hi.
5178,Rental Assistance,Money
5182,Rental Assistance,rental assistance
5191,Rental Assistance,Rental assistance 
5203,Rental Assistance,Rent
5206,Rental Assistance,Rental assistance 
5207,Rental Assistance,rental assistance 
5209,Rental Assistance,Rental assistance 
5211,Rental Assistance,Rent assistance
5213,Rental Assistance,Rental assistance 
5214,Rental Assistance,Rent payment 
5215,Rental Assistance,Rent assistance 
5216,Rental Assistance,rental assistance
5222,Rental Assistance,Erap
5225,Rental Assistance,Finding rentals 
5226,Rental Assistance,Hola 
5228,Rental Assistance,rental program
5239,Rental Assistance,Helo
5246,Rental Assistance,Fair NOtice Ordinance
5271,Rental Assistance,Rental assistance 
5275,Rental Assistance,Unsafe rental
5285,Rental Assistance,pandemic relief
5287,Rental Assistance,I need help to pay my rent
5295,Rental Assistance,Behind on rent
5296,Rental Assistance,Rental assistance 
5311,Rental Assistance,can a landlord raise the rent on my subtenant
5328,Rental Assistance,I need help paying rent 
5331,Rental Assistance,"My landlord claims she changed the lease, but didnt give me a copy"
5336,Rental Assistance,Rental assistance
5340,Rental Assistance,RENTAL ASSISTANCE
5342,Rental Assistance,RENT ASISTANCE
5349,Rental Assistance,"Hi, I am in need rental assistance. I am 3 months behind on my rent and currently only bring 20k a year. "
5357,Rental Assistance,Rent money
5358,Rental Assistance,I Want To Apply For Rental Assistant 
5359,Rental Assistance,can my landlord charge a random rental tax
5370,Rental Assistance,Paying rent 
5374,Rental Assistance,Rent  assistance 
5378,Rental Assistance,RENT ASSISTANCE
5383,Rental Assistance,Do you help people that been burned out of their apartment 
5385,Rental Assistance,Rent assistance 
5386,Rental Assistance,"Hi. I have developed debilitating rheumatoid arthritis and have been struggling to walk and consequently pay my rent for the past 8 months (although I have always still paid on time and in full). After breaking down my body and getting fired from multiple jobs for my condition, I have finally found a part-time job that I can do. However, it doesn’t pay enough for me to make rent. I found a cheaper place to move into May first that I can actually afford, but my roommate who I am currently subleasing from refuses to relieve me from my agreement and take on one of the viable, female subleasers I have found to replace me. As such, I am now stuck paying two leases when the original problem was that I don’t have enough money to even pay one. Do I qualify for rental assistance? Please help"
5387,Rental Assistance,My landlord didn’t take my rent assistance m
5391,Rental Assistance,need help with rent assistant 
5393,Rental Assistance,"Hi, I stay in Cicero but I’m not sure how would I go about getting rental assistance ?"
5397,Rental Assistance,Help with rent owing 
5398,Rental Assistance,rental assistance
5417,Rental Assistance,rental assisstance
5419,Rental Assistance,I need help with rent
5421,Rental Assistance,Rent and electric bill
5422,Rental Assistance,assistance with landlord negligence and harassment 
5423,Rental Assistance,financial assistance with rent
5425,Rental Assistance,being evicted can't pay rent because of injury 
5430,Rental Assistance,behind on rent
5432,Rental Assistance,Rental assistance application 
5437,Rental Assistance,Rental assistance
5441,Rental Assistance,I need assistance paying my owed rent. I am behind and currently expecting 
5442,Rental Assistance,renters assistance
5444,Rental Assistance,Rental assistance 
5447,Rental Assistance,I need assistance with Rent
5452,Rental Assistance,My landlord is about to take me to court because I can’t afford the rent anymore unless I move out by the end of the month
5453,Rental Assistance,Reaching out in regards of a lawsuit against me for unpaid/late rent and monthly late fees. I am searching for an attorney to help on this case. Can you help with further information and resources for my request ?
5455,Rental Assistance,One time cure for non payment
5456,Rental Assistance,rent assistance
5469,Rental Assistance,i can't pay my rent
5476,Rental Assistance,rent assistant
5477,Rental Assistance,rental assistance 
5485,Rental Assistance,Rental assistance 
5489,Rental Assistance,rent assitance
5506,Rental Assistance,Rent assistance
5519,Rental Assistance,"Damaged belongings, discrimination and harassment by landlord."
5539,Rental Assistance,Rent assistance 
5542,Rental Assistance,"I am a disabled person who has fallen behind on rent, they are threatening eviction. "
5549,Rental Assistance,I am two months behind on my rent due to job loss and my lease ends April 30. I don't want to lose my apartment where I have resided for 11 years. I am 2 months behind and need assistance asap as my lease is scheduled to end April 30.
5551,Rental Assistance,RENT ASSISTANCE 
5552,Rental Assistance,I need rental assistant I was really impact by Covid 19 in 2020 
5563,Rental Assistance,Subsidized rent
5570,Rental Assistance,Tryn to rent a home get section 8 need support how ate you able to help
5581,Rental Assistance,Rental assistance 
5583,Rental Assistance,Need apartment 
5596,Rental Assistance,rental assistance
5597,Rental Assistance,rental assistance
5603,Rental Assistance,Rental assistance 
5607,Rental Assistance,Hi can I check if I am get approved for rental relief
5614,Rental Assistance,Paying rent 
5621,Rental Assistance,court date
5625,Rental Assistance,I need someone to talk to my landlord about fill out her part of the rental assistance portion
5632,Rental Assistance,Rental assistance 
5634,Rental Assistance,rental assistance
5658,Rental Assistance,Esp
5659,Rental Assistance,Rental assistance 
5668,Rental Assistance,Paying rent
5671,Rental Assistance,rental assistance 
5676,Rental Assistance,INCREASE IN RENT
5684,Rental Assistance,I'm having trouble paying my rent
5687,Rental Assistance,Rent withholding
5688,Rental Assistance,Struggling to pay my rent and facing homelessness 
5693,Rental Assistance,paying rent
5698,Rental Assistance,iam disabled and i need assistance with section 8 housing what do i need to do fill out an application need an apartment soon will have to vacate in 30 days
5700,Rental Assistance,"If I don't renew my lease,  does management have to let me rent month-to-month?"
5701,Rental Assistance,renta; asistance
5705,Rental Assistance,Rent agreement
5712,Rental Assistance,My landlord collected rental assistance and refused to tell how much much.   He refused to send up dates lease after we agreed verbally he would.   He is a prominent figure and so is his wife and 
5718,Rental Assistance,lease extention assistance
5719,Rental Assistance,rent relief
5722,Rental Assistance,Two month hvac project in my unit and does landlord have that right to still charge full rent during the disturbance 
5744,Rental Assistance,Rental assistance 
5775,Rental Assistance,rental assistance
5778,Rental Assistance,my landlord has nearly doubled my rent
5783,Rental Assistance,Notice of rent increase
5798,Rental Assistance,Help with rent 
5801,Rental Assistance,How to file rental assistance
5811,Rental Assistance,"Hi! I haven’t had adequate none this year. My landlord still wants full rent payments. I have no signed a lease in 3 yrs, currently month to month. What can I do about my landlord not complying? "
5814,Rental Assistance,discrimination against unmarried couples
5815,Rental Assistance,Need help with rent
5828,Rental Assistance,How much can rent be brought up a year 
5829,Rental Assistance,Rental assistance 
5830,Rental Assistance,Rental assistance 
5832,Rental Assistance,Renter's Rights
5845,Rental Assistance,Unpaid rent on a credit report
5852,Rental Assistance,"I am a homeowner with a Home Equity Conversion Mortgage (HCEM), do I qualify for the Illinois Homeowner Assistance Fund?"
5870,Rental Assistance,How often can a person receive help from your company with rent
5871,Rental Assistance,roommate moved out and now we cant pay rent
5887,Rental Assistance,I was evicted out my apartment June 21 of last year never went
5890,Rental Assistance,Legal assistance
5897,Rental Assistance,Rental Assistance 
5898,Rental Assistance,Rent
5900,Rental Assistance,I need assistance paying my back rent I’m disabled in a wheelchair and on dual ADOS
5910,Rental Assistance,High rent 
5912,Rental Assistance,Register
5918,Rental Assistance,I am behind 6 months on my rent
5973,Rental Assistance,Getting my evictions removed from my credit
5988,Rental Assistance,Landlord problems
5989,Rental Assistance,Section 8 income limits
5994,Rental Assistance,Need help with rent problem
5996,Rental Assistance,Rent 
6028,Rental Assistance,Renters 
6036,Rental Assistance,rent assistance
6037,Rental Assistance,Rent assistance 
6043,Rental Assistance,How to apply for lawyer 
6049,Rental Assistance,Need assistants on behind Rent 
6069,Rental Assistance,Help with 2months rent
6072,Rental Assistance,Rental assistance 
6080,Rental Assistance,How current is the renters resource guide? It  doesn't really mention  the fair notice ordinance
6102,Rental Assistance,Rental Assistance 
6104,Rental Assistance,Paying rent
6105,Rental Assistance,I am 2 months behind on rent 
6111,Rental Assistance,Late payments
6120,Rental Assistance,I have applied for rental assistance but my landlord stop excepting rent and filed a court case. What can I do?
6141,Rental Assistance,rental assistance
6144,Rental Assistance,RENTAL ASSISTANCE
6153,Rental Assistance,My landlord text threatened me to give me a ten day eviction notice on the 10th (of this month).  I signed a lease in December 2020 and have paid in full and on time.  Is there someone I can talk to;  the situation is a bit long to explain in this format...please help; I done any
6155,Rental Assistance,Rental assistance 
6216,Rental Assistance,process to withhold rent in chicago
6226,Rental Assistance,Rent
6235,Rental Assistance,"""Esp"""
6253,Rental Assistance,Behind in mortgage
6260,Rental Assistance,rent
6263,Rental Assistance,Been on rent
6265,Rental Assistance,im trying to check my tatus of my rental assitance app
6336,Rental Assistance,Withholding rent
6365,Rental Assistance,I have Applies for rental assistance 
6377,Rental Assistance,Rental on my credit
6419,Rental Assistance,Rental assistance
6440,Rental Assistance,Help pay for rent 
6451,Rental Assistance,Funds
6473,Rental Assistance,cant pay rent
6484,Rental Assistance,1 month's past due rent to help avoid eviction proceedings?
6494,Rental Assistance,Español 
6503,Rental Assistance,rental assistances
6514,Rental Assistance,Rent assistant
6516,Rental Assistance,ESP 
6530,Rental Assistance,Rent assistance
6537,Rental Assistance,Help with rent
6541,Rental Assistance,Rent assistance 
6562,Rental Assistance,Rental assistance 
6567,Rental Assistance,Rent help
6572,Rental Assistance,I am unable to pay my rent for April 2022.  I am requesting assistance 
6591,Rental Assistance,I lost my job and need rental assistance
6613,Rental Assistance,"My niece is in a coma in the hospital. She's behind on rent, the landlord has moved against her with an eviction. She needs help! Is there ANYONE there that can assist?"
6665,Rental Assistance,Gettin on the waitlist 
6722,Rental Assistance,Help
6784,Rental Assistance,Appeal 
6842,Rental Assistance,referrals
6852,Rental Assistance,rent assistance
6856,Rental Assistance,Rental assistance 
6866,Rental Assistance,rent help
6874,Rental Assistance,Rental assistance
6877,Rental Assistance,hi
6883,Rental Assistance,Rental assistance 
6902,Rental Assistance,How do you work?
6914,Rental Assistance,Rental discrimination
6915,Rental Assistance,need help
6927,Rental Assistance,Rental assistance 
6928,Rental Assistance,Rental assistance 
6937,Rental Assistance,trouble paying rent
6939,Rental Assistance,tenant rights
6953,Rental Assistance,Is there rent assistance
6955,Rental Assistance,My roommate is not paying rent
6968,Rental Assistance,i need emergency help with rent
6973,Rental Assistance,rental assistance
6974,Rental Assistance,Rent 
6976,Rental Assistance,Rent assistance 
7000,Rental Assistance,refugee
7001,Rental Assistance,Looking for a place to rent 
7004,Rental Assistance,renters assistance
7009,Rental Assistance,Rent
7032,Rental Assistance,help
7041,Rental Assistance,rental assistance 
7052,Rental Assistance,Emergency 
7068,Rental Assistance,Rent assistance 
7076,Rental Assistance,rental assisstance
7078,Rental Assistance,emergency housing
7085,Rental Assistance,Rental assistance 
7090,Rental Assistance,Excessive charges for pets
7093,Rental Assistance,Is there rental assistance available now?
7098,Rental Assistance,Help paying back pay rent
7104,Rental Assistance,I my landlord sent me this link 
7110,Rental Assistance,Rent
7111,Rental Assistance,"Good afternoon!  I need help. I don't speak English well. I am disabled, I am 73 years old. My phone number is 773 226 9563. My email pemko2005@gmail.com  Stepan"
7113,Rental Assistance,rental assistance
7114,Rental Assistance,Eviction and rent assist to pay back and future payments 
7117,Rental Assistance,Rent
7118,Rental Assistance,Rental assistance 
7122,Rental Assistance,Behind on rent 
7129,Rental Assistance,Help paying rent
7134,Rental Assistance,darioparra@gmail.com
7138,Rental Assistance,e
7162,Rental Assistance,Why was I denied
7164,Rental Assistance,Rent help
7166,Rental Assistance,Rental assistance 
7173,Rental Assistance,Rent
7174,Rental Assistance,is rental assistance still available
7178,Rental Assistance,Rent Assistance 
7194,Rental Assistance,How to rent
