,@mattertype,@welcome
4139,No Match,"My name is Jasmin Bracey. I live in a huge apartment complex.  They are now charging tenants a fee for gas, water, sewer, garbage and utilities for the common area. I need to know what are my rights as a tenant. These fees are ridiculous. What can I do?"
4153,No Match,Building code violation
4167,No Match,only one exit
4173,No Match,"I rented an apartment for 10 years. I always paid on time, including during the  pandemia. I bought a house in December and let the landlor know in November. I told her it was ok if she wanted to show the apartment. She got mad. Our contract was supposed to end in April. She sent me an email saying she will sue for 4 months of rent: December, when we moved out, until April."
4189,No Match,My landlord is making me reapply for renting my apartment 
4209,No Match,Hello I'm Joann I have to old evictions on me that need to be remove I was needing assistance in this situation. 
4236,No Match,appointment
4243,No Match,Eviction expungement
4245,No Match,"Hello, My question is in regards to my rights as a tenant. I'm having issues with a landlord that always gets rent on time ..and provides receipts as if I was late.., also my deposit is not in an interest bearing acct, along with he will not fix anything in the apartment even when I request it in writing...h  He has several building violation as well.."
4250,No Match,Icbh program 
4260,No Match,pet fee not in contract
4263,No Match,"Hello, I was approved for emergency rental assistance as I am behind and was furloughed per Covid, and I sent my management company the email that a check will be pending per ERAP. However they keep sending me an email that my rent is past due. My question is, can they evict me even though they have a large amount of emergency rental money coming to them that they have not yet received ???apparently it's being sent out in paper form, a check."
4285,No Match,Can I break my lease early if my landlord is harassing me with showings 
4292,No Match,Breaking a lease
4293,No Match,My landlord allowed me to have my dogs for 2 years and now he’s saying I have 2 days to get rid of them. What can I do?
4306,No Match,Landlord money withhold 
4307,No Match,Landlord 
4308,No Match,Eviction
4317,No Match,"Hi, we are long time renters in Chicago.  our 2 flat is for sale.  We have a lease that expires 2-1-2024 can we be evicted by current or new owners? thanks"
4318,No Match,housing discrimination
4320,No Match,What’s the phone number to the emergency rental assistance 
4349,No Match,advice
4363,No Match,Sealing eviction
4368,No Match,subletting
4375,No Match,I ported out of IL to MN in 2017. Worked paid my way. Now I'm I'll and my Husband is having spine surgery s. I called MN about 
4404,No Match,Erase an eviction 
4409,No Match,So basically I moved in with my grandmother 13 years ago I don’t pay rent because I take care of her and I would also get paid monthly take care of her kids will make sure I came out of her money I have two kids that also live with me in the house and a boyfriend and we have done many repairs to this house and we put a lot of our own money into this house over the years that being said my grandma is 92 years old is very sick now and her kids took her from the home and I think they will be putting her in a nursing home of some sorts but now I am worried about how long I will have to see either by the house because we don’t have the money tomorrow or anything like that and I said only fair that they gave  us a year to figure this out since I’ve been here for 13 years I don’t want her to just be able to push me out of here tomorrow have money in this house as well that we put it out of our own money do you know anything about this
4457,No Match,List
4486,No Match,My lease says 0 for monthly payment
4490,No Match,Judgement 
4513,No Match,"If my lease is ending at the end of the summer and I am planning to move, do I legally have to give my landlord notice within a certain number of days that I will not be renewing my lease? "
4516,No Match,Evections
4527,No Match,After being tenant for 6 years lease is not being extended I am 65 years old
4538,No Match,Erasing eviction
4547,No Match,"my year lease ended and I told my landlord I did not want to renew a year lease. instead, I want a month to month written lease because I want to move out. my landlord responded that she will only sign a month to month lease with the condition that she will raise the rent by 50 dollars. is this allowed? "
4548,No Match,my housing provider will not let me turn on my air conditioner until June 1st even though I pay for utilities.  is this allowed 
4552,No Match,My lease ends may 15. My landlord wants me to renew my lease but she raised the rent and added a dog fee to the lease. I was not aware of these changes until recently. Does the fair notice ordinance apply even though this information was only given the same week my lease ended?
4555,No Match,Removing eviction 
4567,No Match,is this language discriminatory we are not currently set up to receive CHA Section 8 vouchers. 
4586,No Match,"Construction is being done on my apartment to help other units, my living space is disrupted for 7 weeks. Can I make them lower my rent?"
4659,No Match,"Hi there, Metropolitan Tenant's rights suggested I submit a police report, but the police will not listen to our case. Our rights are being violated under a city ordinance that lies in police jurisdiction: Municipal Code 5-12-160  Prohibition on interruption of tenant occupancy by landlord.   ""It is unlawful for any landlord or any person acting at his direction knowingly to oust or dispossess or threaten or attempt to oust or dispossess any tenant from a dwelling unit without authority of law, by any act rendering a dwelling unit or any part thereof or any personal property located therein inaccessible or uninhabitable."" Whenever a complaint of violation of this provision is received by the Chicago Police Department, the department shall investigate and determine whether a violation has occurred. Any person found guilty of violating this section shall be fined not less then $200.00 nor more than $500.00, and each day that such violation shall occur or continue shall constitute a separate and distinct offense for which a fine as herein provided shall be imposed.   https://codelibrary.amlegal.com/codes/chicago/latest/chicago_il/0-0-0-2639281 The police claim this is not a police matter, but the ordinance is clear that it is, what can we do? We are experiencing an illegal interruption of tenancy/constructive eviction and were instructed to file a police report by Tenant's Rights. We have been in our unit for 4 years. The landlord, Thomas Weaver of Riverside Property Management, regularly engages in illegal gut rehab demolition/renovation without permits. On 4/20/22, he began renovating the unit below us, ripping out walls and ceiling without a permit. We and other surrounding neighbors requested he use mitigating techniques during construction (box fans, air scrubbers, shop vacs, etc). to minimize the health hazards and effects on the surrounding units (the last demo he did in Nov/December severely impacted our and other units, and many tenants contacted Riverside reporting the issues, reporting illness, being forced to stay in hotels, etc.). We had to evacuate on 4/20/22 due to the large amount of plaster dust entering our unit. On 4/27/22, the city caught him and shut down the construction until permits are obtained, but our unit was coated in plaster/drywall dust; every surface, inside cabinets and closets, etc. We contacted a landlord/tenant mediator who asked Riverside to use mitigation techniques once work resumes, Riverside refused and expressed his preference that we ""just move out."" Tenant Rights referred us to you, as it is clear he is attempting a constructive eviction of myself and my partner. Riverside has not responded to any of our emails detailing the effects on our unit and our health, and the fact that we had to evacuate. We returned to our unit and conducted extensive cleaning over several days, but since the ceiling below us (our floor) is left open and exposed in the unit below, we are still having effects in our unit and are experiencing respiratory symptoms. We believe Riverside’s actions during this construction, specifically intentionally avoiding safe demolition practices to protect the health and habitability of the surrounding units are purposeful, retaliatory, and an attempt at interruption of tenancy and impose a constructive eviction (municipal code 5-12-160). Our unit was made thoroughly unfit, Thomas Weaver expressed his desire that the complaining tenants move out, and our unit is still not safe for our occupancy."
4673,No Match,judgement
4737,No Match,Is there programs in milwaukee for erasing evictions
4744,No Match,Erase eviction
4764,No Match,tentent rights
4786,No Match,Hi
4788,No Match,Trying to RSVP 
4803,No Match,I have a registered dog but i am staying temporarily at my mothers apartment complex which do not allow large dogs what can i do? 
4809,No Match,arleathastephens41@gmail.com
4833,No Match,To get back on cha list
4835,No Match,Judgements
4842,No Match,how to erase a eviction
4843,No Match,Judgements 
4867,No Match,How do I register for lcbh
4893,No Match,Eviction 
4900,No Match,Threats 
4906,No Match,Removing eviction from record 
4912,No Match,"Hello, my name is Allecia Williams and I am 70 years old & confused about the category that I fall in because i am a family member that has been given a 30 day notice to terminate a month to month tenancy that has never existed. I just need some legal advice as to my rights if any.  This is embarrassing but I need to know how to respond accordingly.  I was informed in the notice that if I didn’t comply or adhere to the notice they would forcibly enter and remove me and or my possessions in the apartment.   confused "
4926,No Match,lease
4963,No Match,We have living at our current apartment for 6 years. This year (around April 10) our landlords daughter (taking over the business) said she was as going to raise our rent $200 (new lease start may 1). We talked about it and we came to an agreement of a $190 raise. She never got us the new lease (may 1) but on may 9th we got a call saying we could no longer live here because she needed to raise the rent $700. Because we have lived here over 3 years we now have 120 days to move out because she never gave us notice. Is this correct? 
4973,No Match,scam
4977,No Match,I want to find out if a building is in foreclosure 
4992,No Match,Eviction
4999,No Match,extending lease
5015,No Match,Do you help people in McHenry County
5018,No Match,"My condo building elevators constantly breakdown leaving us to use the stairs… almost every weekend either one or both are inoperable.   I live on the 6th floor, I’m 80% disabled veteran with back and hip issues.   Owners have stated they won’t be replaced until Fall, hopefully. I personally have been stuck in there. This has exacerbated my anxiety and panic attacks.  I have asked to be released from my lease but they will charge me 3 months rent to do so..: "
5022,No Match,Ac is out
5032,No Match,Taxes
5046,No Match,We were forced out our home with a writ possion 
5082,No Match,Esp
5086,No Match,Do I have to pay my rent if I’m facing eviction threats
5089,No Match,Retaliation
5104,No Match,I recently accidentally left a door to my building open overnight for about 7 hours and my landlord seems extremely upset by it. Is that grounds for eviction?
5108,No Match,Asbestos
5127,No Match,person
5134,No Match,Trying to break a lease
5144,No Match,Can I still receive information if I live in a different state?
5151,No Match,Sued
5158,No Match,tax sale
5168,No Match,I'm being harass by my landlord and the tenants above me. tenant
5184,No Match,Retaliation 
5198,No Match,Harassment 
5224,No Match,landlord won't let me keep elliptical in unit
5231,No Match,Injury do to poorly maintained apartment 
5248,No Match,"I need help breaking a lease because my landlord is selling the unit. The property is in oak lawn, il. "
5250,No Match,Appointment 
5266,No Match,End of lease
5273,No Match,Looking for legal help
5276,No Match,My landlady entered my apartment before the lease was up and my stuff got thrown away 
5288,No Match,Renters rughts
5290,No Match,I'm an out of town parent of a Chicago College studen and his rent was raised 16 percent after the first year. Has the rent control law been passed in Chicago?
5293,No Match,extend
5294,No Match,My lease is ending and I don't want. to move
5297,No Match,"My landlord is moving more tenants into the basement of the house, my daughter lives in the basement and will have nowhere to go. He has given us two months to move our stuff out, just wondering if that’s a reasonable amount of time "
5302,No Match,I am past owner -NO Lease. Property was foreclosed on...but did not sell at auction.I was to move but Covid happened.  I was not evicted and waiting till they gave me final notice.  But now the bank turned around & sold property before having me out which made it a REO property.-which has been sold to a NEW person-no longer the bank.  In addition the 'new' owner has listed the property for sale 'stating' No showings till mortgage commitment' I have now been give notice to vacate May 31st. Am I now a tenant? Does original eviction order carry over or is new one filed because of ‘new’ owner?
5304,No Match,"I am former owner of REO property, am I now a tenant"
5313,No Match,"Landlord refusing to renew my lease or allow me to reapply. I believe they are discriminating against me due to my disabled kids and refusing due to my questioning new policies, some complaints, etc."
5318,No Match,Do my landlord had the right so evict me or harassed me even though my rent is up to par and saw my utilities
5354,No Match,I am a business owner- my business is in a building with tenants upstairs. The tenant had a leakage upstairs and it flooded the apartment causing the ceiling of my space to cave in. My inventory was ruined with sewage. Who is responsible to pay for my inventory damages? 
5366,No Match,Im disabled and pregnant i had an injury recently that resulted in me needing extra help i was approved thru medicaid to get in home care however i also needed access to my friends and family when a caregiver is not available and my aparyment is interfering with me havung them in my home not to mention a wide variety of other issues and retaliation i need help im in colorado 
5410,No Match,Tenant rights
5411,No Match,My rights 
5424,No Match,I need to end my month to month lease
5431,No Match,Rights if building is sold
5434,No Match,unlawful entry 
5446,No Match,"I have section 8 and my lease expired during foreclosure on my unit. The new owner wants me to move in 90 days, am I eligible for the relocation assistance? "
5451,No Match,Fair notice requirement
5459,No Match,Is that tenant retaliation code only for the city of Chicago
5464,No Match,My landlord is retaliating against me. What do I do?
5478,No Match,Motion forms 
5500,No Match,Landlord wants to kick everyone out to fix the building
5503,No Match,English 
5516,No Match,I would need to go and get a temporary restraining order against my landlord for retaliation with a threatening of eviction
5520,No Match,Get. Rid. Of. Evaction
5536,No Match, She learned the property where i stay has been sold in auction and i must leave soon and was threatened to have sheriffs remove me. i also need help finding a new place. I am upset and worried about this urgent matter. 
5540,No Match,Tenants rights help
5568,No Match,how to stop gas service to rental apartment after terminating lease
5575,No Match,I need help to file civil clay against 
5586,No Match,My landlord has asked us to resign our lease two months in advance and has given us 10 days to respond
5589,No Match,denied renewal for bogus reasons
5595,No Match,Landlord retaliating by threatening to not renew my lease
5604,No Match,Rentervention 
5613,No Match,landlord showing my unit without proper notice
5642,No Match,"I am living in subsidized housing, i was behind in rent due to Covid, and began paying half my rent and the landlord accepted that. As of 3/2022, they stop accepting my rent and said they were starting eviction processes. I was then approved for rental assistance for back and future rent and they accepted the check, but still wont accept my rent and said they are still going to evict me, what can I do, they wont accept my rent but are giving me five day notices"
5646,No Match,How long does it take for IHDA to approve me
5652,No Match,"My parking space was parked by other vehicle, the leasing office only ask me park at outside instead of tow the vehicle on my parking spot. Can I request the apartment return current parking fee back to me?"
5655,No Match,Tenant right
5664,No Match,Landlord making tenant pay for utilities in common areas
5677,No Match,I have a question about my lease  
5685,No Match,"My landlord and I had an issue. She asked if I wanted to terminate my lease. I told that if that was an option,  then yes, I do. She said she would send over the necessary documents. Now she has gone ""ghost"" and won't respond to me. I'm in limbo. I want to look for a new place, but I don't know if she is in fact going to let me out of my lease or has realized that she is making a huge mistake by letting a great tenant go. What can I do? I want out if the lease, but I don't want to be looked at as if I am the one breaking it. She offered and I accepted. "
5694,No Match,eforte62@gmail.com
5697,No Match,I had a house fire and there were no smoke detectors and I lost most of my belongings 
5730,No Match,lease issue
5736,No Match," I have Alexis Garcia Ramos, He call 311 to make a report about his apartment, but his landlord is not helping at all, I told him to call the police to make a report because his apartment is inhabitable(I really wish they send him to a shelter). He is getting sick because of the mold and all the humidity. I sent him a list of shelters while he is looking for an apartment but he was refusing to go to a shelter. Hope the police tell him that he can not live in that apartment. "
5785,No Match,Hi. I live with my boyfriend but I want him to move out of the apartment I live in. I make all of the rental payments. He is on the lease but I do not want him in the lease I want him to move out. How can I work with my landlord to remove my boyfriend from the lease? 
5804,No Match,Can my landlord require me to respond to lease renewal within seven days?
5809,No Match,My property Manager is trying to get money from me unlegally with out letting the property owner know
5819,No Match,Common area utilities
5823,No Match,Would like to register for event on 4/12/22
5831,No Match,privacy
5833,No Match,How to fill out income attestation form from all chicago
5847,No Match,Yes
5864,No Match,ending a lease
5866,No Match,"If I get a letter from my mental health practitioner attesting to my dog being an emotional support animal, can I ask my landlord to waive the pet deposit fee?"
5883,No Match,The Email Address
5885,No Match,lease renewal for short term
5909,No Match,"Today my husband and I were put out of our SRO because the landlord lost the building, and everyone was thrown out of our room and now we are homeless and we have no money to keep paying for a motel room. We were not evicted from our SRO we were just thrown out of our room and everyone else who was living in the building as well. So now we are homeless on the street nowhere to go. Please 🙏 help us with rent and security deposit and help with housing for my husband and I. My name is Antoinette Jarrett and my husband name is Jon Harrison and we just got married two days ago. Please call me when you get this message okay my phone number is (708)518-9853. Please help us Thank You Very Much "
5913,No Match,Help pay off apartment balance
5922,No Match,Stephanie smith
5935,No Match,"My great grandmother died last summer Aug 14 and our home was in her name, she kept a letter in her pocket that said the house would be left to my mom her granddaughter Tanya Kessee. My grandfather brought the house for my parents in 1992 and he died 2015. I don't know if her or my great grandfather left a will because my aunt got rid of everything in grandmothers house and sold it before we could see anything.  There is a transfer on death instrument document that says it was filled by my great grandmother Willa Murdock who was 100 and unable to sit let alone file any papers. About 2 weeks ago my aunt her daughter called my mom to tell her someone was coming to check the water meter and on 4/3 our water was turned off, after we were specifically told by the man who read the meter it could not be turned off. On the 4/5 we received a letter stating that the house would be condemned in 6 days due to no water in the house. I live with my parents, (my father is disabled) who have custody of my sisters 5 children (one of whom is also disabled) and my son. I was able to get the water turned back on for a time.   We just need a few weeks to find a place to live. Is there anything we can do? "
5958,No Match,Erase eviction 
5961,No Match,criminal history
5967,No Match,I am having issues paying my light bill and I have am physical disable 
5977,No Match,Eviction
5984,No Match,is it legal for landlord to charge me 50 dollars to check my credit
5986,No Match,How to clear an eviction 
6022,No Match,Landlord harassment 
6055,No Match,a tenant moved out and left belongings behind in apartment. what is landlord permitted to do with belongings left behind? 
6057,No Match,I have questions about what type of notice my landlord needs to give me before showing the apartment to prospective tenants. 
6089,No Match,46227
6097,No Match,Should I sign a lease that's predated?
6106,No Match,my name is Toi Mack 7734198527
6107,No Match,can you give me a list of questons
6138,No Match,Finding emergency housing a s ro hep erase evictions off of records 
6147,No Match,Eviction 
6159,No Match,I don’t have the land lord information 
6194,No Match,Sealing an eviction 
6206,No Match,Homeless 
6211,No Match,Looking to remove eviction 
6230,No Match,Erase eviction off my credit 
6237,No Match,False complaints
6238,No Match,"We bought a house and told our landlord we would like to end the lease early or find a subletter. She told us she will look for a new tenant, but that she also might sell the apartment. If she decides to sell, what are our rights? We gave her 60 days notice we are planning on vacating the apartment by June 1. "
6261,No Match,erase an eviction
6330,No Match,Open judgement
6350,No Match,Jerrette 
6352,No Match,Eviction
6388,No Match,Hi
6405,No Match,tenants rights when building is being sold
6406,No Match,responsibility as tenant with showings
6409,No Match,Help with adding someone and lease fee
6412,No Match,Do you help people that live in Kansas City mo
6443,No Match,Need help with registration 
6453,No Match,Housing discrimination
6459,No Match,tenant rights 
6486,No Match,Waiting list
6517,No Match,Rentervention
6522,No Match,I want to get an eviction off my record 
6524,No Match,"I co-signed a lease with a person, and now I want to move out. I already found a replacement to cover the rent. The problem is that my lease partner is not giving half of the security deposit I put and wants to hold on to it till January of next year when the lease ends. Can I legally sue her for giving back my deposit. I have kept my room and kitchen in perfect condition with no damages. I don’t want them to hold on to my money and impose their charges on me. Please advise if I can legally sue her and get the deposit back in full."
6528,No Match,Criminal sea
6536,No Match,Jasmyn
6542,No Match,Rentervention
6547,No Match,Hello. I'm trying to make a appointment to talk to someone about pass evictions on my records
6560,No Match,Landlord lost house i've been living in for eight years.new person wants to rasie rent i cant afford how long will i have to move out of premises?
6580,No Match,Eviction
6584,No Match,Landlord unlawful entry
6588,No Match,ESP 
6597,No Match,I feel i been discriminated aganist 
6602,No Match,I did a reverse mortgage on the property my mom and I lived in.  After my mom passed the mortgage company filed for foreclosure on the property and won a judgment to foreclose.  I am elderly and need time to find a place to live.  I need help with the court proceedings also
6614,No Match,Hi. I believe i have seen open judgement on my record from 2015 enabling me from finding a place. There are definitely discrepancies about that judgement as that company has been paid. But im not able to get it off my record for some time now.
6619,No Match,I'm trying to sign up for the upcoming clinic 
6688,No Match,Dealing motion
6697,No Match,I’m having a hard time getting an apartment due to rental judgment 
6736,No Match,How can I get a eviction removed from my name?
6748,No Match,Get this property off my credit
6798,No Match,Application 
6803,No Match,Rentervention
6808,No Match,applying
6823,No Match,Evictions 
6838,No Match,"I am at the end of my lease. My landlord gave my cell to brokers who text me at 5am, and want entry less that 48 hours as required. Twice they made entry without notice and videoed my private apartment without notice. I have that on my video security system. When I complained, they sent another person inside my residence without notice. Also work begin done on exterior w/o notice pushing noxious fumes inside. I had to vacate the premises. Looking to terminate lease under ordinance for repeated violations which are documented on video. "
6839,No Match,Landlord unlawful entry
6853,No Match,Violations of the RLTO
6855,No Match,"I have a signed lease to move into an apartment on May 1, 2022. The tenant currently living in that unit has stated to the management company he will not be moving out and will wait for an eviction. What rights do I have? "
6858,No Match,I am moving and my new apartment is unavailable until after my lease expires. I’ve asked my landlord for an extension but they are saying that I would have to pay double one months rent to stay past the lease expiration.
6875,No Match,Utilities month to month
6876,No Match,Increase in rent
6879,No Match,utilities
6889,No Match,My landlord gave me a notice in February stating that shell raise rent in april a d asked me to sign this letter as a form of acknowledgement. Do i have to sign this i dont want to. What will she do if i dont sign it
6891,No Match,Tenant's rights
6898,No Match,File a complaint 
6903,No Match,Tenant issues 
6913,No Match,discrimination
6916,No Match,can you cancel your lease anytime 
6949,No Match,I have a disability and my landlord refuses to make accommodations for it
6954,No Match,Roommate is not paying rent 
6958,No Match,Negotiation
6959,No Match,Damage fee
6965,No Match,Landlord showing my apartment while I am still living in it
6980,No Match,Breaking lease
6987,No Match,Sublease
6994,No Match,Told Being evicted 
7023,No Match,"My apartment complex is currently replacing their entire piping system. We were not made aware of this project prior to signing our lease and they refuse to provide any rent reductions. The project has been incredibly invasive and disruptive. We've been required to leave our apartments unlocked every single day for contractors to come in and out as they please, we've had numerous water shut offs, and for over a month now our one and only bathroom has been under construction with limited use. "
7030,No Match,Application rejected 
7067,No Match,Hoa
7074,No Match,month to month
7086,No Match,help
7092,No Match,"If my roommate doesn't want to renew but I do, can my landlord refuse to renew both of us?"
7094,No Match,My landlord is not letting me sublease and won't answer emails 
7105,No Match,Section 8
7120,No Match,non renew lease
7143,No Match,foreclosure assistance 
7144,No Match,Unit has been foreclosed
7148,No Match,Familial Status
7153,No Match,I am trying to get the status of my application for rental assistance 
7156,No Match,I am relocating out of state for school.  My lease doesn’t expire by the time I have to start out of state.  What are options for getting out of lease earlier 
7157,No Match,Landlord not giving notice to leave apartment
7165,No Match,I have a roommate issue
7177,No Match,Unpaid property taxes 
7187,No Match,Contact number
7189,No Match,"We are the only tenants in the building who rent their condo unit. We have spent two years getting picked on and harassed over little issues that seem to be blamed and pointed directly at us, without evidence, as opposed to the management releasing a general warning to all tenants. They are all small, petty things: dirt on the stairs, our doormat looking old and used, us talking too loud in our own bedroom. With the amount of hostility we feel we are facing, we feel we can't even comfortably leave our unit and be in the common spaces without harassment. We also happen to be the only people of color in the entire building."
7190,No Match,"The listing of our apartment was misleading, it said there is coin laundry but there is not"
7205,No Match,ask a question 
7220,No Match,I need help 
7242,No Match,Lease termination
7245,No Match,I am staying with a friend for 2-3 months. The apartment building is forcing me to sign the lease. I don’t want to be liable for the full term as I will be moving to a different state. Can I rightfully stay as an occupant with the permission of the leaseholder.
7283,No Match,"Our building was bought by a new landlord. They insisted we no longer use the backyard for personal use, but the signed amendment to the lease indicates that we have right of ingress and egress. Today when I was passing through the backyard to drop my trash, the new owner's dog became agressive, barked at me, and ultimately followed me nipping at my heels. The dog was not on a leash. The owner's have been difficult about this, and I have a two year old. We have 5 months remaining in our lease. Is this considered a lock out if the aggressive dog prevents us from safely passing through our yard, as we are allowed per our amended lease? Note: We are in the city of chicago. "
7285,No Match,A landlord refuses to rent to me because my rent is subsidized 
7286,No Match,"Our current landlord is forcing us out, and refusing to communicate about our move-out. "
7289,No Match,The wife an i are section. 8 an we feel that we are bein discriminated we been on section 8 for 18 years an we are not gettin the proper voucher payments for our hse. 
7298,No Match,My wife an i are on section 8we
7300,No Match,Landlord entry
7307,No Match,60653\
7323,No Match,Housing
7333,No Match,Non-renewal
7342,No Match,Housing
7353,No Match,Help understanding my lease
7366,No Match,is it illegal to say the unit ONLY accepts section 8
7373,No Match,patricia
7386,No Match,"Building has been sold. My lease ends April 30th, 2022. Haven't found a new apartment yet. Rent paid on time.  How do I get an extension of necessary"
7400,No Match,Getting eviction removed 
7402,No Match,I'm looking into rights for an application
7412,No Match,Contact number 
7432,No Match,Is it normal for a landlord to ask for a letter of recommendation ?
7442,No Match,Late fee
7443,No Match,Discrimination 
7448,No Match,dhud
7479,No Match,"hello, could someone give me a call? I have tried to contact renetervention via the website and texts but haven't gotten any responses/help. Could someone give me a call?>"
7486,No Match,No renewed lease
7489,No Match,Landlord wanted lease renewal more than 60 days before current lease expired.
7490,No Match,issues with collection
7491,No Match,"I signed a lease along with my daughter for an apartment with Kass Management.  There were several issues reported due to maintenance request being deleted with repairs being done over the time she has been there, the last complaint issued was last was because their employee called my daughter and monkey via text msg and stated nothing would happen to him.  December 12, 2021 her front door was posted that she will not be offered a new lease.  No explanation as to why, no notice on both doors, no electronic communication.  Her neighbor made her aware January 30th that a note was on her door.  I have been requesting that the time on this notice be restored since proper notice was not given, they have refused and threatened to start eviction proceeding April 1st.  This is retaliation for complaining about issues in the building and their employees.  We are looking for help to get the date extended ASAP while we try to find a place to move.  "
7500,No Match,"a friend of mine, she is a child care provider, does not speak or write English well. She is in need of a lawyer. I only know general details. Last year, she bought a building that has a child care center, the owner sold her everything, the building, the center with the furniture, everything. The owner has refused to leave the premises, she kept on taking control of the business arguing that my friend did not yet have her licence, and that she will leave or surrender the business when my friend gets her DCFS license. This issue about the licence is not of her business, when she sold the building including the center, she was supposed to leave immediately. She has been taking all of the money and copayments from parents, but we think she has been able to do this because her  DCFS Rep. has been involved. Now my friend has her own DCFS licence, but the lady (owner) refuses to sign and leaves. My friend has been receiving threats since last year, threatening her to call the police and immigration. Any information about what she can do or where she can call it will be highly appreciated."
7512,No Match,are early lease termination agreements enforceable?
7513,No Match,Early termination of lease
7523,No Match,My landlord is refusing to accept my rent payment because he asked me to move out. but he did not follow the fair notice ordinance so in the meantime i still want to pay him my rent. what can i do so he accepts my payment
7534,No Match,My landlord shut off out heat police have been called 3 times in 2 days because of him harassing us. He came in my unit without notice. He lied to police and said I pushed him. I’m a woman that’s crazy. He is harassing my family and I. He yelled at my kids and said they can’t play in the yard and have to play on street
7559,No Match,Can a housing authority legally make you sign a agreement stating ur significant other can not be there and if u go back to his apartment wich is ran by the same place u will lose ur apartment
7567,No Match,I was given a medical use apartment through my healthcare provider at heartland alliance and I have been given verbal notice that I have to hand the keys in and vacate the apartment by March 15 2022....I do not pay any rent and never signed a tenancy agreement. Do I have any legal rights protection to prevent me from ending up homeless?
7568,No Match,Someone sold my condo
7571,No Match,losing section 8
7583,No Match,I'm a tenant and a real estate agent showed my apartment by mistake at least once when I wasn't home. They were supposed to show my upstairs neighbor's unit instead. I was given no notice whatsoever and had sensitive financial and personal info viewable. What are my legal options?
7588,No Match,I need help with getting an apartment
7591,No Match,Landlord told my cousin she may evict me because I failed a city inspection
7594,No Match,"We had a parent call our network with a housing issue. Mr Ramirez has a son who attends Hanson Park Elementary and has the school bus pick him up/drop him off at their current address. Mr. Ramirez mentioned to me today that although he does not have a lease, he pays rent monthly. Mr. Ramirez stated that a few days ago his landlord asked him to vacate without a valid reason. He is looking for help for this situation as he has expressed he and his family do not have anywhere else to live. Would you all be able to help with this? I've cc'ed Chief and Veronica Ortiz, our Social Emotional Learning Specialist; I wanted to include Jose Quiles, but I did not have his email.    "
7596,No Match,"Is this language discriminatory? ""Not accepting housing vouchers"""
7597,No Match,"Is this language discriminatory? ""The building won't pass the rental voucher program inspection."""
7606,No Match,Property management company continues to charge rent after I legally broke my lease due to Unlawful entry
7611,No Match,My roommate provided a notice to vacate and moved out of the apartment. Our lease is still active because we have not found someone to replace him. Is he allowed to enter the unit after he has moved out?
7612,No Match,section 8 termination help
7633,No Match,How can I apply for a housing voucher?
7644,No Match,"i received threats and an unjustified rent increase i made repairs that he has never asked for reimbursement. right now, they have a cockroach infestation, and after several months my landlord finally hired an exterminator who asks me to leave my apartment for several days with nowhere for me to go"
7653,No Match,How much notice do you need to give when moving out?
7666,No Match,Finding housing despite criminal background
7679,No Match,how do i view what evictions are on my record
7681,No Match,re-rent apartment
7699,No Match,violation of quiet hours
7706,No Match,Pro bono lawyer
7713,No Match,Annie 
7715,No Match,Delinquent property taxes 
7721,No Match,I need help with homeless 
7725,No Match,"I would like to get assistance from an attorney to draft a letter to my building management to terminate my lease because they failed to disclose the building code violations/they failed building inspection. I received a text message from rentervention when I submitted my original request; the message referred me back to the site to get assistance from an attorney to draft a letter to the building/management, however I do not see an option for this on your site. Could I speak with someone over the phone? Or be put in contact with someone that could assist me with drafting this letter? thank you"
7738,No Match,"Being relocated to a new and upgraded,remodeled unit. However,all materials are just junk. Press board,particle board,hollow doors,cheap vinyl flooring. No light fixtures in main room or bedroom. Cheap cardboard like material covering sink pitiless in both kitchen and bathroom. Just junk. If u accidentally bump it,it get damaged. Bathroom cabinets actually hits bathroom mirror!! Old units were old,but they withstood the use of time. This unit will be garbage in six months during normal usage. "
7744,No Match,Emergency housing
7745,No Match,Need legal assistance
7751,No Match,Neighbor damaged my property 
7752,No Match,"I have a section 8 voucher provided by Housing Authority Cook County, and am looking to find a place in the Northwest Side Chicago or Northern suburbs. I found a landlord who accepts section 8 but says he is only familiar with CHAC vouchers. Are they not the same thing? Can he still accept my voucher? "
7757,No Match,I am thebowner tenant has no lease and stopped paying rent.
7764,No Match,Building was sold and is now owner-occupied. The new owners are trying to remove laundry and access to backyard.
7775,No Match,"My roommate and I are on a joint lease. December 2021, he gave notice he would move out March 1, 2022. I have documentation proving his severe alcoholism and non-cooperation  has prevented me and my landlord from finding a roommate to replace him. How can I make suer he pays for March, 2022 once he has moved out,  and protect myself from eviction?"
7776,No Match,"I need my roommate to pay once he has moved out. I have documentation that his alcoholism prevented me from finding a roommate in time to replace him on the lease, despite great effort on mine and my landlord's part. How can I protect myself from eviction and get him to pay?"
7789,No Match,I need legal advice not feeling comfortable letting my landlord in while showing people our apartment which we are about to move out in 1 month
7809,No Match,I WAS APPROVED FOR A 2 BEDROOM FROM A 1 BEDROOM VOUCHER BUT MY LANDLORD SAYS SHE CAN NO LONGER ACCEPT SEC 8
